Geneid,Chr,Start,End,Strand,Length,raw_count_1,raw_count_2,raw_count,FPKM
CG4169,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8668207;8668396;8668586;8668992;8669577,8668251;8668529;8668889;8669562;8669833,+;+;+;+;+,1311,14808,14283,14545.5,567.0506025
CG32163,scaffold_0,8671176,8671610,+,435,108,111,109.5,12.86532363
l(3)73Ah,scaffold_0;scaffold_0;scaffold_0;scaffold_0,8672728;8672896;8673123;8673520,8672833;8673048;8673406;8673645,+;+;+;+,669,539,534,536.5,40.98637052
FBgn0180504,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8679579;8680221;8680455;8681230;8682127;8682293;8683515;8683815,8679644;8680393;8681173;8681636;8682236;8683415;8683732;8684241,+;+;+;+;+;+;+;+,3243,514,498,506,7.9744258
CG4101,scaffold_0,8688925,8689188,+,264,105,110,107.5,20.81135659
CG13032,scaffold_0;scaffold_0;scaffold_0,8744956;8746407;8746839,8746350;8746780;8747049,+;+;+,1980,36,31,33.5,0.8647199327
CG9692,scaffold_0;scaffold_0,8770477;8770570,8770506;8771694,+;+,1155,24,22,23,1.017751392
FBgn0180508,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8779354;8780606;8780738;8781396;8782743;8783158;8786220;8786384;8787184;8787378,8779462;8780676;8781334;8782002;8782976;8786149;8786323;8787121;8787313;8788461,+;+;+;+;+;+;+;+;+;+,6666,827,809,818,6.27167937
CG43778,scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16,1466892;1467391;1467725;1468634;1469102;1469830,1467263;1467681;1468544;1469056;1469249;1469857,-;-;-;-;-;-,2082,43,37,40,0.9819177695
CG13031,scaffold_0;scaffold_0,8789993;8790059,8790004;8790403,+;+,357,0,0,0,0
PGRP-SB2,scaffold_0;scaffold_0,8791586;8792008,8791949;8792192,+;+,549,1,1,1,0.09309438962
CG9701,scaffold_0;scaffold_0;scaffold_0;scaffold_0,8798470;8799190;8801987;8803527,8798510;8799391;8802880;8804015,+;+;+;+,1626,3768,3702,3735,117.399411
FBgn0180513,scaffold_0;scaffold_0,8838538;8839211,8839147;8841141,+;+,2541,2508,2505,2506.5,50.4148985
CG9705,scaffold_0;scaffold_0;scaffold_0,8845421;8846134;8846334,8845554;8846256;8846508,+;+;+,432,2039,1937,1988,235.1952175
CG9706,scaffold_0;scaffold_0,8847944;8849525,8849347;8849698,+;+,1578,815,801,808,26.16978864
nudC,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8872568;8872718;8873191;8882702;8883163,8872642;8873001;8873380;8883099;8883214,+;+;+;+;+,999,719,688,703.5,35.99104585
TSG101,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8906162;8906322;8906497;8906630;8907038;8907320;8907758,8906206;8906406;8906562;8906905;8907258;8907666;8907944,+;+;+;+;+;+;+,1227,2824,2807,2815.5,117.2753728
FBgn0180518,scaffold_0;scaffold_0;scaffold_0,8909002;8909069;8909564,8909010;8909390;8909577,+;+;+,345,2,2,2,0.2962830139
CG32161,scaffold_0,8909768,8910454,+,687,12,12,12,0.8927304787
FBgn0180520,scaffold_16,1465021,1465797,-,777,4,4,4,0.263108468
sina,scaffold_0,8919887,8920831,+,945,404,392,398,21.52519611
sinah,scaffold_0,8922784,8923842,+,1059,104,106,105,5.067446733
CG13029,scaffold_0;scaffold_0;scaffold_0,8924206;8924814;8924970,8924550;8924911;8925393,+;+;+,867,3,4,3.5,0.206321649
CG9951,scaffold_0,8926924,8928588,+,1665,414,395,404.5,12.41652712
FBgn0180525,scaffold_0;scaffold_0,8930523;8935784,8930603;8935855,+;+,153,30,40,35,11.69156011
CG32170,scaffold_0,8941022,8942638,+,1617,1204,1137,1170.5,36.99621131
FBgn0180527,scaffold_0,8951071,8951241,+,171,33,22,27.5,8.219254663
FBgn0180528,scaffold_0;scaffold_0;scaffold_0;scaffold_0,8960336;8960719;8961217;8961682,8960499;8961095;8961461;8961897,+;+;+;+,1002,705,698,701.5,35.78127461
FBgn0180529,scaffold_0;scaffold_0;scaffold_0,8963881;8965957;8970608,8965896;8966019;8970613,+;+;+,2085,470,465,467.5,11.45965146
FBgn0180530,scaffold_16;scaffold_16,1463907;1464680,1464618;1464831,-;-,864,96,84,90,5.323835407
Lmpt,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,8975211;8975863;8976802;8984343;8984639;8984886,8975350;8976052;8976976;8984512;8984825;8985043,+;+;+;+;+;+,1020,4825,4772,4798.5,240.4369336
CG13028,scaffold_0,8986749,8987303,+,555,24,21,22.5,2.071979185
Obp73a,scaffold_0;scaffold_0;scaffold_0,9007866;9008106;9009029,9008046;9008380;9009316,+;+;+,744,74,75,74.5,5.117751455
Nc73EF,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9013629;9013791;9014211;9015044;9016868;9017009;9017476;9018403;9019357;9020604;9021854,9013724;9013928;9014390;9015173;9016946;9017420;9018344;9019297;9019511;9020885;9021953,+;+;+;+;+;+;+;+;+;+;+,3336,18398,17926,18162,278.248917
FBgn0180535,scaffold_0,9035146,9038334,+,3189,62,52,57,0.913516066
FBgn0180536,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9044818;9045321;9045631;9046667;9046940;9048031;9048300,9045169;9045568;9046599;9046856;9047961;9048235;9048463,+;+;+;+;+;+;+,3150,5955,5741,5848,94.88392977
CG7728,scaffold_0;scaffold_0;scaffold_0,9070242;9070745;9072186,9070517;9072125;9073879,+;+;+,3351,140,138,139,2.120001781
Fit2,scaffold_0,9078506,9080653,+,2148,436,418,427,10.15990042
CG7730,scaffold_0;scaffold_0;scaffold_0;scaffold_0,9081467;9081626;9082564;9082777,9081567;9082505;9082715;9083389,+;+;+;+,1746,797,807,802,23.4761017
beg,scaffold_0,9089327,9090424,+,1098,261,260,260.5,12.12554425
Drep-4,scaffold_16;scaffold_16;scaffold_16,1443987;1445030;1445486,1444975;1445153;1445725,-;-;-,1353,951,941,946,35.73462205
Papst2,scaffold_0;scaffold_0;scaffold_0,9096731;9097606;9097847,9097552;9097787;9098003,+;+;+,1161,524,525,524.5,23.08921278
TpnC73F,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9099860;9099944;9100127;9100925;9101539,9099871;9100061;9100183;9101176;9101567,+;+;+;+;+,468,912,945,928.5,101.3985882
rogdi,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9103222;9103982;9104781;9105320;9105460;9106184;9106418;9107775,9103232;9104109;9104914;9105391;9105591;9106341;9106748;9107843,+;+;+;+;+;+;+;+,1035,965,947,956,47.20776022
CG7724,scaffold_0;scaffold_0;scaffold_0,9110466;9110940;9111291,9110784;9111215;9111892,+;+;+,1197,1255,1230,1242.5,53.05155282
CG7707,scaffold_0;scaffold_0;scaffold_0;scaffold_0,9288582;9288862;9289163;9289426,9288815;9289095;9289362;9289717,+;+;+;+,960,36,38,37,1.9698191
CG13723,scaffold_0;scaffold_0,9308565;9309213,9308747;9309563,+;+,534,7,8,7.5,0.7178205043
FBgn0180548,scaffold_0,9362195,9362515,+,321,0,0,0,0
CG13724,scaffold_0,9367184,9368839,+,1656,0,0,0,0
CG7692,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9397451;9397604;9398086;9398399;9398544;9399049;9399953,9397537;9398030;9398336;9398494;9398990;9399862;9401757,+;+;+;+;+;+;+,3927,140,131,135.5,1.763495059
CG31848,scaffold_16;scaffold_16,1424456;1425148,1425085;1425150,-;-,633,4,4,4,0.322962527
tap,scaffold_0,9404333,9405529,+,1197,0,0,0,0
CG7630,scaffold_0;scaffold_0;scaffold_0,9471134;9471448;9471677,9471179;9471617;9471733,+;+;+,273,11559,11460,11509.5,2154.714149
CG32176,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9479603;9479855;9480060;9481988;9482181;9483240,9479803;9479999;9480119;9482041;9483175;9483491,+;+;+;+;+;+,1707,376,373,374.5,11.21280202
FBgn0180555,scaffold_0,9495158,9495448,+,291,0,0,0,0
CG18265,scaffold_0,9495844,9499161,+,3318,7,8,7.5,0.1155262656
CG7603,scaffold_0;scaffold_0,9511861;9511932,9511871;9512289,+;+,369,3304,3221,3262.5,451.8767613
CG7589,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9516761;9518511;9518690;9519158;9519372;9519780;9520222,9516834;9518629;9519088;9519316;9519527;9520159;9520464,+;+;+;+;+;+;+,1530,825,822,823.5,27.50857071
CG7580,scaffold_0;scaffold_0,9521492;9521723,9521666;9521817,+;+,270,11083,10837,10960,2074.639504
FBgn0180560,scaffold_0,9522365,9522529,+,165,222,227,224.5,69.53897011
CG31730,scaffold_16,1418528,1419016,-,489,5,5,5,0.5225850706
edin,scaffold_0,9540533,9540880,+,348,43,44,43.5,6.388602488
Oatp74D,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9553399;9554941;9555446;9555693;9555900;9556220,9554806;9555304;9555630;9555836;9556076;9556401,+;+;+;+;+;+,2460,265,253,259,5.38096925
CG7564,scaffold_0,9559843,9561081,+,1239,459,428,443.5,18.29440002
FBgn0180565,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9568676;9576277;9576430;9576966;9577075;9578234;9578443;9578806;9579697;9580064;9580404;9580962;9581221;9581520;9581708;9581908;9582124;9582483;9582956,9568864;9576359;9576511;9577004;9577244;9578381;9578567;9578908;9579896;9580325;9580475;9581069;9581461;9581644;9581849;9582064;9582417;9582881;9583058,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3042,6322,6233,6277.5,105.4686446
CG7542,scaffold_0,9589903,9590715,+,813,5,8,6.5,0.4086191013
CG7510,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9661730;9665579;9665935;9666135;9666529;9666757;9667055;9667312;9667723;9667871;9668373;9668736;9669232,9661920;9665868;9666074;9666466;9666694;9666996;9667246;9667465;9667815;9668247;9668680;9668861;9669433,+;+;+;+;+;+;+;+;+;+;+;+;+,2811,8887,8675,8781,159.6536989
CG7497,scaffold_0;scaffold_0;scaffold_0;scaffold_0,9672924;9675714;9676052;9676305,9673129;9675930;9676244;9676561,+;+;+;+,873,374,356,365,21.36852149
FBgn0180569,scaffold_0;scaffold_0,9676569;9676802,9676664;9677068,+;+,363,188,194,191,26.8919686
CG7484,scaffold_0;scaffold_0;scaffold_0,9693917;9694011;9694335,9693955;9694129;9694713,+;+;+,537,949,930,939.5,89.41664115
FBgn0180571,scaffold_0;scaffold_0;scaffold_0,9712936;9716770;9722326,9713116;9716942;9722529,+;+;+,558,3,1,2,0.1831857344
CG15479,scaffold_16,1395830,1396450,-,621,11,11,11,0.9053092092
Ccn,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9760700;9760894;9766558;9767901;9774321;9775015;9776170;9788019,9760792;9760915;9766637;9768045;9774610;9775167;9776442;9788360,+;+;+;+;+;+;+;+,1398,7124,6895,7009.5,256.2569908
CG32182,scaffold_0,9798392,9799708,+,1317,5,6,5.5,0.2134385038
FBgn0180575,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9800426;9800576;9800663;9800890;9800983;9801281;9801448;9801600;9801817;9802125;9802253;9802821,9800521;9800608;9800836;9800922;9801222;9801388;9801507;9801695;9802068;9802197;9802686;9802925,+;+;+;+;+;+;+;+;+;+;+;+,1704,61,58,59.5,1.784609615
FBgn0180576,scaffold_0,9831256,9831531,+,276,3,3,3,0.5555306511
Grd,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9869062;9870836;9871264;9876307;9876767,9869461;9870903;9871567;9876672;9877701,+;+;+;+;+,2073,20,20,20,0.4930903994
CG7430,scaffold_0;scaffold_0;scaffold_0;scaffold_0,9886076;9886427;9887018;9887958,9886117;9886954;9887896;9888023,+;+;+;+,1515,15347,14868,15107.5,509.6544533
CG7441,scaffold_0;scaffold_0;scaffold_0,9888801;9889082;9889677,9889019;9889509;9891024,+;+;+,1995,668,660,664,17.01065484
FBgn0180580,scaffold_0;scaffold_0;scaffold_0,9897542;9898534;9898927,9897685;9898862;9899452,+;+;+,999,43,40,41.5,2.123139165
CG7408,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9902180;9902373;9902604;9903106;9903671,9902314;9902532;9902830;9903528;9904483,+;+;+;+;+,1758,4222,4128,4175,121.3761792
CG7402,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9912077;9912255;9912474;9913030;9913255,9912190;9912414;9912959;9913187;9914076,+;+;+;+;+,1740,3612,3588,3600,105.742386
CG6126,scaffold_0;scaffold_0;scaffold_0,9933930;9934040;9934732,9933933;9934674;9935721,+;+;+,1629,1678,1607,1642.5,51.53237366
Bin1,scaffold_0;scaffold_0,9946636;9946776,9946701;9947162,+;+,453,194,182,188,21.21072437
Fer2,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,9981870;9982299;9982556;9982925;9983192,9981916;9982492;9982814;9983136;9983319,+;+;+;+;+,840,29,24,26.5,1.61236158
CG5903,scaffold_0;scaffold_0,9986661;9986876,9986812;9987404,+;+,681,3137,3038,3087.5,231.7158318
FBgn0180587,scaffold_0,9988258,9988611,+,354,2,2,2,0.2887503949
FBgn0180588,scaffold_0,10019340,10019552,+,213,0,0,0,0
FBgn0180589,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10036452;10036968;10038095;10040418;10040705;10042835;10043321;10043948;10044168;10045139;10045808,10036904;10037786;10038238;10040658;10041111;10043257;10043507;10044114;10045078;10045745;10045924,+;+;+;+;+;+;+;+;+;+;+,4476,143,143,143,1.632833165
FBgn0180590,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10050692;10056162;10056356;10060315;10060750;10062211,10050874;10056296;10056583;10060683;10061028;10062432,+;+;+;+;+;+,1416,421,409,415,14.97892674
FBgn0180591,scaffold_0;scaffold_0;scaffold_0,10062457;10063231;10063676,10063172;10063614;10063901,+;+;+,1326,1880,1894,1887,72.73178217
CG10185,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10066185;10066375;10067062;10067263;10067583;10068128;10069034;10069936;10070392;10070787;10070965;10071516;10072158,10066287;10066784;10067206;10067488;10068024;10068328;10069882;10070328;10070705;10070890;10071496;10072090;10073044,+;+;+;+;+;+;+;+;+;+;+;+;+,5181,5940,5916,5928,58.47772329
ird5,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10084360;10084817;10086333;10086561;10087012,10084501;10086276;10086502;10086956;10087045,+;+;+;+;+,2202,634,615,624.5,14.49475841
CG10407,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10087804;10087958;10088365;10088480,10087819;10088277;10088419;10088781,+;+;+;+,693,170,169,169.5,12.5006421
mor,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10160080;10160287;10160593;10161568;10161962;10162799;10163296;10164584,10160196;10160412;10161517;10161898;10162736;10163009;10163922;10164708,+;+;+;+;+;+;+;+,3237,1024,983,1003.5,15.84420784
CG32856,scaffold_0;scaffold_0,10167936;10168101,10168046;10168313,+;+,324,189,184,186.5,29.4191201
CG4287,scaffold_0,10169583,10170584,+,1002,710,696,703,35.85778482
CG5478,scaffold_0,10199299,10200087,+,789,4,3,3.5,0.226718466
CG31291,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10215285;10216437;10216737;10218189;10218566;10220851;10221199,10215532;10216647;10218125;10218273;10218683;10220975;10221290,+;+;+;+;+;+;+,2268,1817,1769,1793,40.40481221
glob1,scaffold_0;scaffold_0;scaffold_0,10230718;10230942;10231189,10230876;10231103;10231329,+;+;+,462,2292,2273,2282.5,252.5019079
CG14877,scaffold_0;scaffold_0;scaffold_0,10238442;10238911;10239152,10238811;10239094;10239362,+;+;+,765,0,0,0,0
CG15480,scaffold_16,1378918,1379415,-,498,0,0,0,0
CG31183,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10259449;10262909;10264452;10265895;10266433;10267354;10269064;10269306,10260328;10263023;10264596;10266321;10267161;10267518;10269247;10270914,+;+;+;+;+;+;+;+,4254,671,655,663,7.965478983
Hmt-1,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10272287;10272642;10272902;10273291;10273755,10272586;10272841;10273227;10273695;10275124,+;+;+;+;+,2601,2977,2932,2954.5,58.05498208
FBgn0180605,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10275932;10276299;10277204;10277489;10278514;10278967;10279244;10279526;10280153;10280324;10280509;10283265;10283473;10283737;10284394,10275962;10276498;10277431;10278461;10278904;10279186;10279475;10280028;10280268;10280450;10280736;10283408;10283652;10284335;10284634,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,4413,779,786,782.5,9.062463534
Pbp45,scaffold_0,10289650,10290738,+,1089,25,25,25,1.173297059
ND23,scaffold_0;scaffold_0;scaffold_0,10291977;10292200;10292719,10292016;10292651;10292880,+;+;+,654,5943,5779,5861,458.0256781
FBgn0180608,scaffold_0;scaffold_0;scaffold_0,10294678;10295093;10295729,10294926;10295480;10296102,+;+;+,1011,20,19,19.5,0.9857784254
rec,scaffold_0;scaffold_0,10296381;10304154,10298647;10304538,+;+,2652,29,30,29.5,0.5685181701
c(3)G,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10336195;10336759;10337041;10337289;10337745;10338323;10338456;10338751,10336703;10336981;10337223;10337681;10338257;10338397;10338692;10338852,+;+;+;+;+;+;+;+,2235,130,141,135.5,3.098543667
CG5623,scaffold_0;scaffold_0,10361190;10361334,10361267;10362095,+;+,840,32,27,29.5,1.79489308
CG31294,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10408172;10408321;10408621;10408798,10408263;10408539;10408743;10409020,+;+;+;+,657,13,12,12.5,0.9723900286
Ski6,scaffold_16,1375697,1376437,-,741,74,75,74.5,5.138471097
FBgn0180614,scaffold_0;scaffold_0;scaffold_0,10483586;10483920;10485012,10483626;10484129;10485102,+;+;+,342,0,0,0,0
FBgn0180615,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10557720;10557841;10558064;10558854;10559151;10560300;10561069,10557759;10557995;10558804;10559087;10560242;10561008;10561868,+;+;+;+;+;+;+,3771,4099,3993,4046,54.83592822
FBgn0180616,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10563117;10563611;10563825;10564617;10564911;10566062;10566829,10563156;10563765;10564559;10564850;10566002;10566770;10567628,+;+;+;+;+;+;+,3765,11456,11226,11341,153.9508968
FBgn0180617,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10568115;10568447;10569620;10569916;10570428;10571524,10568327;10569181;10569853;10570360;10571465;10572656,+;+;+;+;+;+,3798,83,92,87.5,1.177467546
CG18522,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10573414;10574038;10575076;10575524;10577398;10578079,10573453;10574966;10575309;10577339;10578018;10578260,+;+;+;+;+;+,3822,6791,6605,6698,89.5674714
CG31296,scaffold_0;scaffold_0;scaffold_0,10579088;10579443;10579721,10579213;10579669;10580036,+;+;+,669,164,168,166,12.68171017
FBgn0180620,scaffold_0,10604471,10604662,+,192,0,0,0,0
FBgn0180621,scaffold_0;scaffold_0,10604709;10609210,10604750;10609605,+;+,438,0,0,0,0
FBgn0180622,scaffold_0;scaffold_0,10610083;10610339,10610238;10610860,+;+,678,13,12,12.5,0.9422717534
Trissin,scaffold_0;scaffold_0;scaffold_0,10633423;10633797;10633934,10633514;10633865;10634114,+;+;+,342,33,36,34.5,5.155714288
FBgn0180624,scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16,1371367;1371568;1371885;1372993;1373245,1371501;1371823;1372729;1373184;1373697,-;-;-;-;-,1881,1410,1321,1365.5,37.10212311
FBgn0180625,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10648091;10673363;10673830;10674271;10674853;10675059;10675275;10675927;10676223;10677189;10677475;10677819;10678081;10678307;10678538;10678968;10679752,10648492;10673771;10674131;10674791;10675002;10675217;10675855;10676097;10676360;10677412;10677755;10678020;10678245;10678480;10678906;10679687;10679850,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,5067,364,370,367,3.701783482
CG6118,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10697219;10697556;10697709;10698656;10698953;10699289,10697417;10697649;10698405;10698874;10699162;10700677,+;+;+;+;+;+,2808,2,3,2.5,0.04550286672
CG6125,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10715627;10716958;10717200;10718118;10718519;10718860;10719089,10715657;10717119;10717864;10718454;10718782;10719032;10719442,+;+;+;+;+;+;+,1986,4329,4185,4257,109.5519871
h-cup,scaffold_0,10739299,10740090,+,792,32,28,30,1.935940148
CG6136,scaffold_0,10750265,10751044,+,780,99,95,97,6.355840424
CG14868,scaffold_0;scaffold_0;scaffold_0,10752364;10752492;10753158,10752429;10752879;10753207,+;+;+,504,212,217,214.5,21.75167038
FBgn0180631,scaffold_0,10754736,10755140,+,405,14,12,13,1.640530022
FBgn0180632,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10755483;10755583;10755890;10756275;10756463;10756826;10757595,10755515;10755832;10756219;10756408;10756764;10757536;10757727,+;+;+;+;+;+;+,1893,1240,1231,1235.5,33.35707712
CG6171,scaffold_0;scaffold_0,10758403;10758907,10758845;10759078,+;+,615,260,246,253,21.02525437
ldlCp,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10760623;10760766;10761891;10762633,10760715;10761836;10762576;10762915,+;+;+;+,2133,722,715,718.5,17.21598083
FBgn0180635,scaffold_16,1367433,1369010,-,1578,433,430,431.5,13.97557401
CG6194,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10765439;10766557;10766819;10767063;10767597,10766498;10766752;10766895;10767538;10767899,+;+;+;+;+,2112,712,718,715,17.30246507
CG6196,scaffold_0;scaffold_0,10771240;10771375,10771308;10771764,+;+,459,257,256,256.5,28.56081112
Surf4,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10776210;10777014;10777343;10777815,10776260;10777277;10777753;10777901,+;+;+;+,813,1509,1529,1519,95.49114075
CG6218,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10779873;10782248;10782531;10782954,10779898;10782458;10782756;10783537,+;+;+;+,1047,1426,1370,1398,68.24272228
FK506-bp1,scaffold_0;scaffold_0;scaffold_0,10789048;10789248;10789528,10789063;10789460;10790348,+;+;+,1050,310,297,303.5,14.77288271
CG6236,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10794043;10798574;10798792;10799042;10799703;10800120;10800487,10794161;10798724;10798979;10799645;10800063;10800424;10800801,+;+;+;+;+;+;+,2043,1067,1058,1062.5,26.58008867
CG6276,scaffold_0;scaffold_0,10806476;10806620,10806562;10807945,+;+,1413,590,582,586,21.19587294
l(3)neo43,scaffold_0;scaffold_0,10847474;10847654,10847592;10847849,+;+,315,479,479,479,77.7178563
MRG15,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10848059;10848192;10848363;10848537,10848131;10848306;10848478;10849507,+;+;+;+,1275,528,510,519,20.8042961
FBgn0180645,scaffold_0;scaffold_0;scaffold_0,10851576;10852036;10854158,10851977;10852290;10855105,+;+;+,1605,522,516,519,16.52677728
CG15482,scaffold_16,1365291,1366223,-,933,33,32,32.5,1.780317949
CG14864,scaffold_0,10857773,10859416,+,1644,19,18,18.5,0.5751296644
Su(var)3-9,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10862754;10863374;10864196;10866439;10866742;10867685,10862819;10863548;10865842;10866675;10867615;10867760,+;+;+;+;+;+,3075,1019,984,1001.5,16.64568557
CG6499,scaffold_0;scaffold_0;scaffold_0,10877005;10877539;10877990,10877420;10877934;10878866,+;+;+,1689,11575,11244,11409.5,345.2493077
tefu,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10883977;10884236;10884395;10884634;10884911;10885323;10886481;10886716;10887012;10887125;10887550;10887747;10888017;10888114;10888463;10888793;10889226;10889478;10889691;10890169;10890381;10890958;10891328;10892364;10892595;10893029;10893352;10893653,10884177;10884344;10884580;10884854;10885255;10886426;10886658;10886885;10887063;10887492;10887691;10887767;10888054;10888407;10888736;10889169;10889423;10889625;10890108;10890328;10890893;10891263;10892309;10892531;10892971;10893281;10893597;10893837,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,8034,317,309,313,1.991170106
Art3,scaffold_0;scaffold_0,10896859;10896945,10896880;10898473,+;+,1551,222,213,217.5,7.167097569
CG31344,scaffold_0;scaffold_0;scaffold_0,10900968;10901180;10901685,10901031;10901372;10902639,+;+;+,1212,4946,4841,4893.5,206.3539688
Rpb7,scaffold_0;scaffold_0;scaffold_0;scaffold_0,10902990;10903059;10903437;10903632,10903001;10903379;10903574;10903682,+;+;+;+,522,251,258,254.5,24.91799744
SIDL,scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0,10907328;10907406;10907687;10909747;10910424;10911012,10907352;10907629;10909687;10910361;10910766;10911241,+;+;+;+;+;+,3438,576,564,570,8.473539076
CG6654,scaffold_0;scaffold_0;scaffold_0,10912535;10912720;10913913,10912654;10913857;10914574,+;+;+,1920,354,347,350.5,9.33002155
Spn88Eb,scaffold_0;scaffold_0,10917959;10919002,10918939;10919301,+;+,1281,26,25,25.5,1.017388687
