Geneid	Chr	Start	End	Strand	Length	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_1_alignment.sam	D:\class\2023-1\bioinf\finalproject\data\D_sech_taiwan\output\SRR1952772_2_alignment.sam
FBgn0180777	scaffold_16;scaffold_16;scaffold_16	1175099;1175221;1175634	1175152;1175349;1176581	-;-;-	1131	360	342
FBgn0180778	scaffold_0;scaffold_0	12555141;12555928	12555202;12556108	+;+	243	0	0
FBgn0180779	scaffold_0	12569086	12569472	+	387	0	0
FBgn0180780	scaffold_0	12572253	12572591	+	339	1	1
FBgn0180781	scaffold_0	12588878	12589288	+	411	2	2
FBgn0180782	scaffold_0	12592470	12592670	+	201	0	0
FBgn0180783	scaffold_0;scaffold_0;scaffold_0	12636187;12636651;12636981	12636277;12636811;12637043	+;+;+	315	0	0
FBgn0180784	scaffold_0	12640742	12640915	+	174	0	0
FBgn0180786	scaffold_0;scaffold_0	12689259;12707022	12689384;12707153	+;+	258	0	0
FBgn0180787	scaffold_0	12720908	12721084	+	177	0	0
FBgn0180788	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	1169104;1169438;1169838;1170470;1170648;1171152;1171785;1173338	1169372;1169780;1170162;1170582;1171044;1171723;1173197;1173544	-;-;-;-;-;-;-;-	3639	1696	1638
FBgn0180789	scaffold_0;scaffold_0	12730732;12735938	12730947;12736027	+;+	306	0	0
FBgn0180790	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	12745595;12746456;12746671;12746957;12748087;12748355;12748534;12748810;12749164;12750142	12745828;12746603;12746847;12748025;12748221;12748474;12748688;12748991;12749721;12750306	+;+;+;+;+;+;+;+;+;+	2943	434	421
FBgn0180791	scaffold_0;scaffold_0	12768261;12769453	12769072;12770233	+;+	1593	844	812
FBgn0180792	scaffold_0;scaffold_0;scaffold_0	12772911;12773104;12773576	12772940;12773299;12774630	+;+;+	1281	0	0
FBgn0180793	scaffold_0;scaffold_0;scaffold_0	12775141;12775555;12776014	12775488;12775948;12776501	+;+;+	1230	0	0
FBgn0180794	scaffold_0;scaffold_0	12776960;12777178	12777109;12777312	+;+	285	186	184
FBgn0180795	scaffold_0;scaffold_0;scaffold_0;scaffold_0	12778384;12780374;12780586;12781046	12778455;12780508;12780945;12781231	+;+;+;+	753	9368	9059
FBgn0180796	scaffold_0	12782867	12783184	+	318	121	122
FBgn0180797	scaffold_0;scaffold_0;scaffold_0	12788044;12789651;12790191	12788119;12789898;12790277	+;+;+	411	538	528
FBgn0180798	scaffold_0;scaffold_0;scaffold_0	12791303;12792525;12793016	12792461;12792956;12794193	+;+;+	2769	157	150
FBgn0180799	scaffold_16;scaffold_16;scaffold_16;scaffold_16	1156865;1157013;1158076;1158961	1156957;1157990;1158773;1159036	-;-;-;-	1845	2872	2797
FBgn0180800	scaffold_0;scaffold_0	12798119;12798325	12798265;12798441	+;+	264	623	611
FBgn0180801	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	12807715;12808056;12808555;12809190;12810405;12810815;12810970;12811162	12807802;12808438;12808950;12809318;12810738;12810906;12811099;12811280	+;+;+;+;+;+;+;+	1671	4423	4334
FBgn0180802	scaffold_0;scaffold_0;scaffold_0	12813473;12813706;12814488	12813556;12814425;12814868	+;+;+	1185	161	151
FBgn0180803	scaffold_0	12822432	12823187	+	756	523	520
FBgn0180804	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	12852624;12853349;12853594;12854039;12854306;12854644;12854985	12852966;12853514;12853726;12854237;12854520;12854757;12855596	+;+;+;+;+;+;+	1782	0	0
FBgn0180805	scaffold_0	12865824	12865985	+	162	0	0
FBgn0180806	scaffold_0	12885786	12886715	+	930	1	0
FBgn0180807	scaffold_0;scaffold_0	12890147;12890455	12890261;12890753	+;+	414	0	0
FBgn0180808	scaffold_0;scaffold_0	12892277;12893307	12892790;12893752	+;+	960	1	1
FBgn0180809	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	12906942;12907718;12907874;12908148;12908352;12908979	12907660;12907814;12908016;12908290;12908704;12909482	+;+;+;+;+;+	1959	247	248
FBgn0180810	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	1149484;1152911;1153246;1155152;1155613;1155881	1149646;1153095;1153356;1155186;1155818;1155975	-;-;-;-;-;-	795	608	585
FBgn0180811	scaffold_0;scaffold_0	12914725;12914817	12914756;12915861	+;+	1077	135	135
FBgn0180812	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	12933016;12934751;12935016;12935664;12940879;12941743;12945938;12946221;12949389	12933338;12934889;12935561;12935871;12941020;12941884;12946101;12946384;12949501	+;+;+;+;+;+;+;+;+	1941	445	439
FBgn0180813	scaffold_0	12958605	12959333	+	729	1	1
FBgn0180814	scaffold_0;scaffold_0;scaffold_0;scaffold_0	12964812;12967917;12968658;12969175	12964896;12968117;12968916;12969814	+;+;+;+	1185	5273	5198
FBgn0180815	scaffold_0	12992431	12993240	+	810	0	0
FBgn0180816	scaffold_0	13038575	13039552	+	978	4	3
FBgn0180817	scaffold_0	13043512	13044747	+	1236	15	13
FBgn0180818	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13119563;13119686;13120023;13120552;13121257	13119575;13119849;13120492;13120645;13121451	+;+;+;+;+	936	224	214
FBgn0180819	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13129108;13129251;13129688;13130009	13129186;13129631;13129949;13130594	+;+;+;+	1308	3	3
FBgn0180820	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13140849;13142026;13142763;13142943	13140981;13142705;13142882;13143608	+;+;+;+	1599	487	459
FBgn0180821	scaffold_16	982759	985401	-	2643	45	39
FBgn0180822	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13159550;13160934;13161077;13161210;13161391;13161560	13159598;13161015;13161145;13161322;13161502;13162022	+;+;+;+;+;+	888	952	917
FBgn0180823	scaffold_0;scaffold_0	13173071;13173269	13173225;13173671	+;+	558	313	319
FBgn0180824	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13175496;13175735;13176247;13176963	13175667;13176124;13176902;13177103	+;+;+;+	1359	3102	2996
FBgn0180825	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13177445;13177807;13178210;13178927	13177607;13178151;13178865;13179067	+;+;+;+	1305	110	107
FBgn0180826	scaffold_0	13182075	13183073	+	999	1	1
FBgn0180827	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13198429;13199617;13199995;13200170;13200890;13201075;13201258;13201724;13201920;13202134	13198489;13199924;13200112;13200787;13201009;13201194;13201662;13201855;13202072;13202234	+;+;+;+;+;+;+;+;+;+	2136	1159	1134
FBgn0180828	scaffold_0;scaffold_0;scaffold_0	13202796;13203019;13210232	13202942;13203237;13211134	+;+;+	1269	199	194
FBgn0180829	scaffold_0	13252774	13253805	+	1032	0	0
FBgn0180830	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13269347;13269468;13269681;13269897	13269406;13269623;13269848;13270052	+;+;+;+	540	4	4
FBgn0180831	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13304417;13307107;13307350;13307525;13307713;13307983	13304458;13307255;13307469;13307582;13307925;13308084	+;+;+;+;+;+	684	5833	5824
FBgn0180832	scaffold_16;scaffold_16	935434;936042	935982;936716	-;-	1224	0	0
FBgn0180833	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13316578;13319996;13320208;13320481;13320736;13321278	13316623;13320149;13320416;13320614;13320991;13321381	+;+;+;+;+;+	903	3	3
FBgn0180834	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13329473;13329617;13337624;13349366;13351205;13351530;13351648	13329531;13329774;13337841;13349514;13351324;13351587;13351962	+;+;+;+;+;+;+	1077	1910	1872
FBgn0180835	scaffold_0;scaffold_0	13364567;13365829	13364772;13366087	+;+	465	0	0
FBgn0180836	scaffold_0	13379586	13379795	+	210	0	0
FBgn0180837	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13385200;13408196;13410371;13415367;13415817;13416242	13385248;13408355;13410579;13415500;13416093;13416306	+;+;+;+;+;+	894	30	31
FBgn0180838	scaffold_0	13419325	13419672	+	348	0	0
FBgn0180839	scaffold_0;scaffold_0	13419700;13419912	13419857;13420212	+;+	459	0	0
FBgn0180840	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13437451;13439610;13444544;13445529	13437512;13440222;13445472;13446204	+;+;+;+	2280	18835	18211
FBgn0180841	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13447239;13448894;13449330;13449946;13452088;13452354;13453336	13448817;13449267;13449886;13452025;13452295;13453268;13453643	+;+;+;+;+;+;+	6021	8	9
FBgn0180842	scaffold_0	13464537	13464944	+	408	16	17
FBgn0180843	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	897665;897768;897979;900187;905818;906014	897700;897911;898619;902409;905929;906082	-;-;-;-;-;-	3225	545	544
FBgn0180844	scaffold_0	13466734	13467165	+	432	7	8
FBgn0180845	scaffold_0	13467845	13469281	+	1437	285	279
FBgn0180846	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13471167;13474681;13475108;13475965;13476673	13471539;13475045;13475891;13476069;13476707	+;+;+;+;+	1662	579	556
FBgn0180847	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13477944;13478155;13478406;13478752;13478868;13479056;13479703	13478097;13478352;13478591;13478824;13478994;13479635;13479863	+;+;+;+;+;+;+	1479	303	287
FBgn0180848	scaffold_0	13480234	13482342	+	2109	233	245
FBgn0180850	scaffold_0;scaffold_0;scaffold_0	13516966;13517345;13517811	13517070;13517514;13518753	+;+;+	1218	10	12
FBgn0180851	scaffold_0;scaffold_0;scaffold_0	13534259;13535575;13536901	13534331;13536836;13537038	+;+;+	1473	24264	23439
FBgn0180852	scaffold_0;scaffold_0	13538954;13597479	13539043;13597592	+;+	204	5	5
FBgn0180854	scaffold_16;scaffold_16;scaffold_16;scaffold_16	893566;893683;894637;895619	893622;894533;895533;896561	-;-;-;-	2748	486	479
FBgn0180855	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13599895;13603528;13605899;13606072;13606753;13607591;13607949	13600226;13603626;13605997;13606430;13606930;13607897;13608182	+;+;+;+;+;+;+	1608	270	254
FBgn0180856	scaffold_0	13616524	13616736	+	213	1	1
FBgn0180857	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13638172;13639845;13641058;13641420;13642420;13644854;13647279;13647528	13638683;13640045;13641333;13641597;13643929;13645276;13647387;13647738	+;+;+;+;+;+;+;+	3420	682	645
FBgn0180858	scaffold_0;scaffold_0	13654157;13655500	13655419;13656018	+;+	1782	6364	5984
FBgn0180859	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13656453;13656619;13656833;13657133;13657651;13658039;13658211;13658571;13658870	13656550;13656769;13657063;13657598;13657977;13658147;13658507;13658813;13659011	+;+;+;+;+;+;+;+;+	2064	290	294
FBgn0180860	scaffold_0;scaffold_0	13661787;13662549	13662487;13663188	+;+	1341	566	566
FBgn0180861	scaffold_0	13682447	13683109	+	663	2	2
FBgn0180862	scaffold_0	13683147	13683404	+	258	1	0
FBgn0180863	scaffold_0;scaffold_0;scaffold_0	13687788;13687962;13688466	13687894;13688390;13688943	+;+;+	1014	234	212
FBgn0180864	scaffold_0;scaffold_0;scaffold_0	13692322;13692550;13692739	13692486;13692678;13693635	+;+;+	1191	392	386
FBgn0180865	scaffold_16	891484	891861	-	378	2	0
FBgn0180866	scaffold_0	13695909	13696817	+	909	1516	1481
FBgn0180867	scaffold_0;scaffold_0	13699387;13699959	13699875;13700447	+;+	978	271	251
FBgn0180868	scaffold_0	13708296	13709771	+	1476	376	364
FBgn0180869	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13716636;13717013;13717870;13719099	13716927;13717805;13719027;13719207	+;+;+;+	2352	300	319
FBgn0180870	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13719436;13720399;13720987;13721701	13719641;13720918;13721644;13721867	+;+;+;+	1551	7959	7681
FBgn0180871	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13722632;13722781;13723011;13723570	13722707;13722893;13723491;13723724	+;+;+;+	825	0	0
FBgn0180872	scaffold_0;scaffold_0;scaffold_0	13732382;13732495;13732866	13732417;13732791;13732883	+;+;+	351	13	11
FBgn0180873	scaffold_0	13740625	13740813	+	189	240	216
FBgn0180874	scaffold_0;scaffold_0;scaffold_0	13741668;13741977;13742110	13741907;13742071;13742596	+;+;+	822	2083	2054
FBgn0180875	scaffold_16;scaffold_16;scaffold_16	886211;887767;888317	887712;888258;888722	-;-;-	2400	29	31
FBgn0180876	scaffold_0	13754953	13755609	+	657	156	157
FBgn0180877	scaffold_0	13756363	13756995	+	633	13	13
FBgn0180878	scaffold_0	13757300	13757968	+	669	0	0
FBgn0180879	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13765723;13767012;13767727;13767913;13768114;13769327	13766938;13767662;13767859;13767992;13769256;13769496	+;+;+;+;+;+	3393	644	608
FBgn0180880	scaffold_0;scaffold_0	13769850;13770742	13770458;13770951	+;+	819	1	1
FBgn0180881	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13771365;13771558;13771866;13772210;13772526	13771494;13771673;13772053;13772468;13772810	+;+;+;+;+	978	138	132
FBgn0180882	scaffold_0;scaffold_0	13777162;13815826	13777317;13815849	+;+	180	0	0
FBgn0180883	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13908817;13909035;13909291;13909542;13909677;13909858;13910485	13908973;13909235;13909476;13909614;13909803;13910431;13910645	+;+;+;+;+;+;+	1479	1	1
FBgn0180884	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13911038;13911248;13911514;13911755;13911886;13912066;13912706	13911194;13911451;13911699;13911827;13912012;13912639;13912869	+;+;+;+;+;+;+	1485	1	1
FBgn0180885	scaffold_0	13913368	13914246	+	879	0	0
FBgn0180886	scaffold_16;scaffold_16	883465;884084	884019;884827	-;-	1299	40	41
FBgn0180887	scaffold_0;scaffold_0;scaffold_0	13919711;13919877;13920541	13919804;13920478;13920696	+;+;+	852	0	0
FBgn0180888	scaffold_0;scaffold_0;scaffold_0	13921065;13921195;13921850	13921131;13921790;13922011	+;+;+	825	0	0
FBgn0180889	scaffold_0;scaffold_0;scaffold_0;scaffold_0	13924627;13924725;13925091;13929910	13924660;13924964;13925176;13930812	+;+;+;+	1263	169	168
FBgn0180890	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13931225;13931416;13932167;13933284;13934877	13931358;13932098;13933224;13933949;13934996	+;+;+;+;+	2661	276	269
FBgn0180891	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	13940373;13940574;13940881;13941137;13941339	13940513;13940781;13941067;13941253;13942290	+;+;+;+;+	1605	6	6
FBgn0180892	scaffold_0;scaffold_0	13955604;13956651	13956596;13957310	+;+	1653	1	1
FBgn0180893	scaffold_0;scaffold_0	13984932;13985712	13985666;13987601	+;+	2625	544	546
FBgn0180894	scaffold_0;scaffold_0	13994469;13999789	13994529;14000084	+;+	357	1	1
FBgn0180895	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14003207;14005231;14005916;14007128;14010416	14003239;14005465;14006607;14007233;14010726	+;+;+;+;+	1377	27	28
FBgn0180896	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14026662;14027143;14028074;14028491	14027058;14027228;14028324;14028617	+;+;+;+	861	2	2
FBgn0180897	scaffold_16	880602	881393	-	792	2	2
FBgn0180898	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14072779;14073519;14073670;14073966;14074545;14074832;14075361;14076655;14076998;14077232;14077572;14077791;14078728;14078940;14079148;14079428;14079819;14080127;14080309	14073349;14073577;14073882;14074478;14074766;14075080;14076050;14076945;14077171;14077508;14077724;14077977;14078874;14079091;14079371;14079757;14080067;14080243;14080647	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5157	3409	3377
FBgn0180899	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14087291;14087384;14087669;14088505	14087335;14087589;14088440;14088918	+;+;+;+	1437	5	4
FBgn0180900	scaffold_0	14101048	14101668	+	621	0	0
FBgn0180901	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14117992;14118085;14118284;14118696;14118927;14119844;14120527	14118015;14118110;14118643;14118861;14119544;14119962;14121148	+;+;+;+;+;+;+	1935	0	0
FBgn0180902	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14130552;14130887;14131498;14131959	14130818;14131441;14131902;14132111	+;+;+;+	1380	143	141
FBgn0180903	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14136908;14137125;14138041;14138367	14137039;14137978;14138299;14138849	+;+;+;+	1728	169	163
FBgn0180904	scaffold_0;scaffold_0;scaffold_0	14151141;14151965;14152362	14151791;14152169;14152375	+;+;+	870	14	10
FBgn0180905	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14154205;14154893;14157418;14158138;14159491;14159747;14160119;14160656;14161400	14154275;14154964;14157731;14158279;14159682;14160032;14160587;14161338;14161888	+;+;+;+;+;+;+;+;+	2718	2912	2835
FBgn0180906	scaffold_0;scaffold_0;scaffold_0	14162408;14163184;14163573	14162546;14163363;14163619	+;+;+	366	7	6
FBgn0180907	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14164317;14164642;14165141;14165937	14164462;14165083;14165436;14166009	+;+;+;+	957	46	53
FBgn0180908	scaffold_16;scaffold_16;scaffold_16	878130;878447;878642	878391;878569;878715	-;-;-	459	273	283
FBgn0180909	scaffold_0;scaffold_0;scaffold_0	14167566;14168161;14168957	14167665;14168557;14169158	+;+;+	699	70	64
FBgn0180910	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14170073;14170209;14170444;14170659	14170140;14170356;14170597;14171434	+;+;+;+	1146	1043	993
FBgn0180911	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14177293;14177515;14177901;14178354;14179154	14177452;14177843;14178152;14179095;14179215	+;+;+;+;+	1545	824	789
FBgn0180912	scaffold_0;scaffold_0	14181849;14182059	14182004;14183519	+;+	1617	134	132
FBgn0180913	scaffold_0	14187695	14189629	+	1935	1110	1035
FBgn0180915	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14242027;14242148;14242560;14242767;14243135;14244642;14246580;14247240;14247904;14248746;14249082;14249403;14249808	14242081;14242494;14242705;14243074;14244198;14245709;14247179;14247838;14248687;14249021;14249344;14249745;14249882	+;+;+;+;+;+;+;+;+;+;+;+;+	5928	1643	1588
FBgn0180916	scaffold_0;scaffold_0	14250926;14251353	14251298;14251732	+;+	753	27	22
FBgn0180917	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14257275;14258615;14258803;14259031;14259271;14259842	14257527;14258739;14258973;14259212;14259771;14260100	+;+;+;+;+;+	1491	78	75
FBgn0180918	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14261740;14261829;14262182;14263065;14263395;14263767;14264086	14261772;14262128;14263005;14263334;14263707;14264024;14264388	+;+;+;+;+;+;+	2301	66	64
FBgn0180919	scaffold_16;scaffold_16;scaffold_16;scaffold_16;scaffold_16	874689;874774;875518;875720;876849	874706;875458;875657;876372;876954	-;-;-;-;-	1602	714	696
FBgn0180920	scaffold_0	14313934	14315211	+	1278	343	329
FBgn0180921	scaffold_0;scaffold_0	14317042;14317635	14317581;14318447	+;+	1353	1147	1105
FBgn0180922	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14319920;14320662;14321457;14322034;14322246;14322491;14323010	14320289;14320793;14321601;14322179;14322419;14322948;14323276	+;+;+;+;+;+;+	1692	1806	1796
FBgn0180923	scaffold_0;scaffold_0	14328181;14328973	14328357;14328987	+;+	192	11	12
FBgn0180924	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14332506;14334801;14336029;14336360;14336614;14337399;14337664;14337875;14338146;14338306;14338592;14339783;14339917;14340126;14340510;14340618;14340909	14332826;14335070;14336136;14336525;14336742;14337532;14337820;14338085;14338247;14338540;14339689;14339827;14339952;14340395;14340539;14340851;14341214	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3852	1154	1138
FBgn0180925	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14342202;14342315;14342484;14342861;14343887;14344962;14346593;14348269;14348452;14348586	14342256;14342418;14342804;14343826;14344896;14346529;14348186;14348393;14348534;14348678	+;+;+;+;+;+;+;+;+;+	5919	461	441
FBgn0180926	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14352395;14353347;14354311;14355200;14355577;14356700;14356784;14357243;14357510;14357772;14358203	14353280;14354240;14355191;14355506;14356113;14356725;14357187;14357456;14357710;14358140;14358322	+;+;+;+;+;+;+;+;+;+;+	4839	708	691
FBgn0180927	scaffold_0	14362116	14362292	+	177	7	6
FBgn0180928	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14368688;14368790;14370018;14370959;14371113	14368691;14368936;14370751;14371055;14371273	+;+;+;+;+	1143	64	65
FBgn0180929	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14376466;14383715;14383961;14384536;14384820;14385091	14376619;14383894;14384472;14384758;14385030;14387236	+;+;+;+;+;+	3426	3032	2984
FBgn0180930	scaffold_16;scaffold_16	851412;852822	852697;853422	-;-	1887	1	1
FBgn0180931	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14391311;14391466;14394901;14395087	14391410;14394836;14395025;14395264	+;+;+;+	3774	468	454
FBgn0180932	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14398550;14398694;14399730;14401102;14401983	14398643;14399036;14401038;14401924;14403220	+;+;+;+;+	3807	141	142
FBgn0180933	scaffold_0;scaffold_0;scaffold_0	14445265;14445383;14445648	14445351;14445584;14446096	+;+;+	738	21	22
FBgn0180934	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14447917;14448161;14448706;14449118	14448106;14448645;14449060;14449269	+;+;+;+	1182	95	84
FBgn0180935	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14449794;14450065;14450609;14451041	14449989;14450549;14450975;14451240	+;+;+;+	1248	3582	3493
FBgn0180936	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14451631;14452260;14452834;14453446;14453721;14454270;14454694	14451967;14452774;14453393;14453669;14454211;14454636;14454881	+;+;+;+;+;+;+	2682	1589	1587
FBgn0180937	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14455401;14455988;14456559;14457193;14457483;14458029;14458450	14455695;14456502;14457121;14457425;14457973;14458395;14458664	+;+;+;+;+;+;+	2679	1744	1711
FBgn0180938	scaffold_0;scaffold_0	14460438;14460773	14460701;14461093	+;+	585	797	743
FBgn0180939	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14461632;14461831;14462299;14463264;14463917	14461763;14462243;14463205;14463845;14464693	+;+;+;+;+	2811	259	246
FBgn0180940	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14492775;14501801;14502410;14503386;14503725;14503943;14504210;14504358	14492832;14502345;14503330;14503654;14503886;14504138;14504296;14504534	+;+;+;+;+;+;+;+	2415	1142	1104
FBgn0180942	scaffold_16	795512	796135	-	624	2	2
FBgn0180943	scaffold_0;scaffold_0;scaffold_0	14512834;14513005;14513477	14512944;14513417;14513723	+;+;+	771	104	98
FBgn0180944	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14516328;14516507;14517211;14517416	14516450;14517153;14517345;14517635	+;+;+;+	1125	13	11
FBgn0180945	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14519603;14545264;14546368;14546944;14547095;14547650	14519646;14545397;14546625;14546961;14547454;14547783	+;+;+;+;+;+	948	3526	3462
FBgn0180946	scaffold_0;scaffold_0;scaffold_0;scaffold_0	14549109;14549906;14550433;14553535	14549851;14550356;14552553;14553552	+;+;+;+	3333	343	333
FBgn0180947	scaffold_0;scaffold_0	14560230;14561070	14561007;14562985	+;+	2694	2	0
FBgn0180948	scaffold_0;scaffold_0;scaffold_0	14572399;14574663;14575003	14572468;14574934;14575053	+;+;+	393	1937	1871
FBgn0180949	scaffold_0;scaffold_0	14578196;14578581	14578521;14579208	+;+	954	1849	1814
FBgn0180950	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14599047;14599750;14602800;14603130;14604138	14599119;14599904;14603010;14603387;14604412	+;+;+;+;+	972	217	204
FBgn0180951	scaffold_0;scaffold_0;scaffold_0	14680338;14684129;14684695	14680374;14684497;14684987	+;+;+	699	4258	4104
FBgn0180952	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14689681;14697007;14697268;14697584;14699356;14699554;14699874;14700158	14690728;14697130;14697357;14698334;14699460;14699816;14700096;14700358	+;+;+;+;+;+;+;+	2805	393	392
FBgn0180953	scaffold_0;scaffold_0;scaffold_0	14702613;14702886;14704115	14702827;14704013;14704523	+;+;+	1752	399	370
FBgn0180954	scaffold_0;scaffold_0	14706590;14706741	14706670;14707235	+;+	576	2725	2676
FBgn0180955	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14716444;14716515;14716731;14718064;14718331;14718508	14716462;14716649;14718010;14718275;14718371;14718617	+;+;+;+;+;+	1797	10	10
FBgn0180956	scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0;scaffold_0	14719505;14719928;14720109;14720439;14720745;14721187;14721428;14721671	14719864;14719993;14720383;14720688;14721125;14721371;14721611;14721733	+;+;+;+;+;+;+;+	1764	82	80
